time_text,voltage_v,current_a,d_plus_v,d_minus_v,time_seconds,power_w
17:42:47,8.95,0.61,0.76,3.4,63767.0,5.459499999999999
17:42:48,8.94,0.52,0.76,3.4,63768.0,4.6488
17:42:49,8.95,0.58,0.77,3.4,63769.0,5.190999999999999
17:42:50,8.95,0.55,0.76,3.4,63770.0,4.9225
17:42:51,8.95,0.54,0.76,3.4,63771.0,4.833
17:42:52,8.95,0.52,0.76,3.4,63772.0,4.654
17:42:53,8.95,0.56,0.76,3.4,63773.0,5.0120000000000005
17:42:54,8.95,0.53,0.76,3.4,63774.0,4.7435
17:42:55,8.94,0.54,0.76,3.4,63775.0,4.8276
17:42:56,8.95,0.53,0.76,3.4,63776.0,4.7435
17:42:57,8.94,0.52,0.76,3.4,63777.0,4.6488
17:42:58,8.94,0.53,0.76,3.4,63778.0,4.7382
17:42:59,8.95,0.52,0.76,3.4,63779.0,4.654
17:43:00,8.94,0.54,0.76,3.4,63780.0,4.8276
17:43:01,8.95,0.55,0.76,3.4,63781.0,4.9225
17:43:02,8.94,0.52,0.76,3.4,63782.0,4.6488
17:43:03,8.95,0.52,0.76,3.4,63783.0,4.654
17:43:04,8.94,0.52,0.76,3.4,63784.0,4.6488
17:43:05,8.94,0.57,0.77,3.41,63785.0,5.0958
17:43:06,8.94,0.56,0.77,3.4,63786.0,5.0064
17:43:07,8.94,0.52,0.76,3.4,63787.0,4.6488
17:43:08,8.94,0.52,0.76,3.4,63788.0,4.6488
17:43:09,8.95,0.58,0.77,3.4,63789.0,5.190999999999999
17:43:10,8.94,0.52,0.76,3.4,63790.0,4.6488
17:43:11,8.95,0.52,0.76,3.4,63791.0,4.654
17:43:12,8.95,0.53,0.76,3.4,63792.0,4.7435
17:43:13,8.94,0.53,0.76,3.4,63793.0,4.7382
17:43:14,8.95,0.52,0.76,3.4,63794.0,4.654
17:43:15,8.96,0.54,0.76,3.39,63795.0,4.838400000000001
17:43:16,8.95,0.52,0.76,3.4,63796.0,4.654
17:43:17,8.94,0.52,0.76,3.4,63797.0,4.6488
17:43:18,8.94,0.55,0.77,3.4,63798.0,4.917
17:43:19,8.94,0.52,0.76,3.4,63799.0,4.6488
17:43:20,8.96,0.54,0.76,3.4,63800.0,4.838400000000001
17:43:21,8.96,0.53,0.76,3.4,63801.0,4.748800000000001
17:43:22,8.95,0.52,0.76,3.4,63802.0,4.654
17:43:23,8.95,0.52,0.76,3.4,63803.0,4.654
17:43:24,8.95,0.52,0.76,3.4,63804.0,4.654
17:43:25,8.95,0.6,0.77,3.4,63805.0,5.369999999999999
17:43:26,8.94,0.58,0.76,3.4,63806.0,5.185199999999999
17:43:27,8.95,0.52,0.76,3.4,63807.0,4.654
17:43:28,8.95,0.53,0.76,3.39,63808.0,4.7435
17:43:29,8.95,0.52,0.76,3.4,63809.0,4.654
17:43:30,8.95,0.51,0.76,3.4,63810.0,4.5645
17:43:31,8.95,0.53,0.76,3.4,63811.0,4.7435
17:43:32,8.95,0.54,0.76,3.4,63812.0,4.833
17:43:33,8.94,0.52,0.76,3.4,63813.0,4.6488
17:43:34,8.95,0.53,0.76,3.4,63814.0,4.7435
17:43:35,8.95,0.52,0.76,3.4,63815.0,4.654
17:43:36,8.95,0.52,0.76,3.4,63816.0,4.654
17:43:37,8.94,0.52,0.76,3.4,63817.0,4.6488
17:43:38,8.94,0.52,0.76,3.4,63818.0,4.6488
17:43:39,8.94,0.51,0.76,3.4,63819.0,4.5594
17:43:40,8.96,0.56,0.76,3.4,63820.0,5.017600000000001
17:43:41,8.96,0.54,0.76,3.4,63821.0,4.838400000000001
17:43:42,8.94,0.53,0.76,3.4,63822.0,4.7382
17:43:43,8.96,0.51,0.76,3.4,63823.0,4.5696
17:43:44,8.95,0.55,0.76,3.4,63824.0,4.9225
17:43:45,8.95,0.53,0.76,3.4,63825.0,4.7435
17:43:46,8.95,0.51,0.76,3.4,63826.0,4.5645
17:43:47,8.95,0.57,0.76,3.4,63827.0,5.101499999999999
17:43:48,8.95,0.51,0.76,3.4,63828.0,4.5645
17:43:49,8.94,0.51,0.76,3.4,63829.0,4.5594
17:43:50,8.95,0.56,0.76,3.4,63830.0,5.0120000000000005
17:43:51,8.95,0.52,0.76,3.4,63831.0,4.654
17:43:52,8.95,0.5,0.76,3.39,63832.0,4.475
17:43:53,8.95,0.52,0.76,3.4,63833.0,4.654
17:43:54,8.95,0.54,0.76,3.4,63834.0,4.833
17:43:55,8.95,0.52,0.76,3.4,63835.0,4.654
17:43:56,8.94,0.51,0.76,3.4,63836.0,4.5594
17:43:57,8.94,0.51,0.76,3.4,63837.0,4.5594
17:43:58,8.94,0.51,0.76,3.4,63838.0,4.5594
17:43:59,8.95,0.55,0.76,3.4,63839.0,4.9225
17:44:00,8.95,0.56,0.77,3.4,63840.0,5.0120000000000005
17:44:01,8.94,0.53,0.76,3.4,63841.0,4.7382
17:44:02,8.94,0.51,0.76,3.4,63842.0,4.5594
17:44:03,8.95,0.51,0.76,3.4,63843.0,4.5645
17:44:04,8.95,0.52,0.76,3.4,63844.0,4.654
