时间,电压(V),电流(A),D+(V),D-(V),时间文本,时间秒,总功耗(W)
17:39:22,8.94,0.6,0.77,3.4,17:39:22,63562,5.364
17:39:23,8.94,0.64,0.77,3.41,17:39:23,63563,5.7216
17:39:24,8.95,0.59,0.77,3.4,17:39:24,63564,5.280499999999999
17:39:25,8.94,0.59,0.77,3.41,17:39:25,63565,5.2745999999999995
17:39:26,8.94,0.62,0.77,3.41,17:39:26,63566,5.5428
17:39:27,8.95,0.6,0.77,3.4,17:39:27,63567,5.369999999999999
17:39:28,8.95,0.59,0.77,3.4,17:39:28,63568,5.280499999999999
17:39:29,8.94,0.59,0.77,3.4,17:39:29,63569,5.2745999999999995
17:39:30,8.94,0.6,0.77,3.4,17:39:30,63570,5.364
17:39:31,8.95,0.6,0.77,3.41,17:39:31,63571,5.369999999999999
17:39:32,8.96,0.59,0.77,3.4,17:39:32,63572,5.2864
17:39:33,8.95,0.59,0.77,3.4,17:39:33,63573,5.280499999999999
17:39:34,8.95,0.6,0.77,3.4,17:39:34,63574,5.369999999999999
17:39:35,8.94,0.61,0.77,3.4,17:39:35,63575,5.453399999999999
17:39:36,8.95,0.59,0.77,3.4,17:39:36,63576,5.280499999999999
17:39:37,8.95,0.58,0.77,3.41,17:39:37,63577,5.190999999999999
17:39:38,8.95,0.58,0.77,3.4,17:39:38,63578,5.190999999999999
17:39:39,8.94,0.61,0.77,3.4,17:39:39,63579,5.453399999999999
17:39:40,8.95,0.6,0.76,3.4,17:39:40,63580,5.369999999999999
17:39:41,8.95,0.59,0.77,3.4,17:39:41,63581,5.280499999999999
17:39:42,8.95,0.59,0.77,3.41,17:39:42,63582,5.280499999999999
17:39:43,8.95,0.58,0.77,3.4,17:39:43,63583,5.190999999999999
17:39:44,8.94,0.59,0.77,3.4,17:39:44,63584,5.2745999999999995
17:39:45,8.94,0.62,0.77,3.41,17:39:45,63585,5.5428
17:39:46,8.95,0.59,0.76,3.4,17:39:46,63586,5.280499999999999
17:39:47,8.94,0.61,0.77,3.41,17:39:47,63587,5.453399999999999
17:39:48,8.95,0.59,0.77,3.4,17:39:48,63588,5.280499999999999
17:39:49,8.94,0.59,0.77,3.4,17:39:49,63589,5.2745999999999995
17:39:50,8.95,0.6,0.77,3.4,17:39:50,63590,5.369999999999999
17:39:51,8.94,0.58,0.77,3.4,17:39:51,63591,5.185199999999999
17:39:52,8.95,0.61,0.77,3.41,17:39:52,63592,5.459499999999999
17:39:53,8.95,0.59,0.77,3.4,17:39:53,63593,5.280499999999999
17:39:54,8.95,0.58,0.77,3.4,17:39:54,63594,5.190999999999999
17:39:55,8.95,0.58,0.77,3.4,17:39:55,63595,5.190999999999999
17:39:56,8.94,0.58,0.77,3.4,17:39:56,63596,5.185199999999999
17:39:57,8.96,0.59,0.77,3.4,17:39:57,63597,5.2864
17:39:58,8.95,0.58,0.77,3.4,17:39:58,63598,5.190999999999999
17:39:59,8.95,0.62,0.77,3.41,17:39:59,63599,5.5489999999999995
17:40:00,8.95,0.58,0.77,3.4,17:40:00,63600,5.190999999999999
17:40:01,8.95,0.58,0.76,3.4,17:40:01,63601,5.190999999999999
17:40:02,8.95,0.62,0.77,3.41,17:40:02,63602,5.5489999999999995
17:40:03,8.95,0.57,0.77,3.4,17:40:03,63603,5.101499999999999
17:40:04,8.95,0.58,0.77,3.41,17:40:04,63604,5.190999999999999
17:40:05,8.94,0.57,0.77,3.4,17:40:05,63605,5.0958
17:40:06,8.94,0.57,0.77,3.4,17:40:06,63606,5.0958
17:40:07,8.96,0.57,0.77,3.4,17:40:07,63607,5.1072
17:40:08,8.94,0.56,0.77,3.4,17:40:08,63608,5.0064
17:40:09,8.94,0.62,0.77,3.41,17:40:09,63609,5.5428
17:40:10,8.95,0.58,0.77,3.4,17:40:10,63610,5.190999999999999
17:40:11,8.95,0.59,0.77,3.41,17:40:11,63611,5.280499999999999
17:40:12,8.95,0.58,0.77,3.4,17:40:12,63612,5.190999999999999
17:40:13,8.95,0.57,0.76,3.4,17:40:13,63613,5.101499999999999
17:40:14,8.94,0.58,0.77,3.4,17:40:14,63614,5.185199999999999
17:40:15,8.95,0.59,0.77,3.4,17:40:15,63615,5.280499999999999
17:40:16,8.95,0.57,0.77,3.4,17:40:16,63616,5.101499999999999
17:40:17,8.95,0.58,0.77,3.4,17:40:17,63617,5.190999999999999
17:40:18,8.95,0.57,0.77,3.4,17:40:18,63618,5.101499999999999
17:40:19,8.94,0.59,0.77,3.4,17:40:19,63619,5.2745999999999995
17:40:20,8.95,0.59,0.77,3.4,17:40:20,63620,5.280499999999999
17:40:21,8.96,0.57,0.77,3.41,17:40:21,63621,5.1072
17:40:22,8.95,0.57,0.77,3.4,17:40:22,63622,5.101499999999999
17:40:23,8.95,0.59,0.77,3.4,17:40:23,63623,5.280499999999999
17:40:24,8.95,0.58,0.77,3.4,17:40:24,63624,5.190999999999999
17:40:25,8.95,0.59,0.77,3.41,17:40:25,63625,5.280499999999999
17:40:26,8.95,0.57,0.77,3.4,17:40:26,63626,5.101499999999999
17:40:27,8.95,0.63,0.77,3.41,17:40:27,63627,5.6385
17:40:28,8.95,0.56,0.77,3.4,17:40:28,63628,5.0120000000000005
17:40:29,8.95,0.57,0.76,3.4,17:40:29,63629,5.101499999999999
17:40:30,8.95,0.61,0.77,3.41,17:40:30,63630,5.459499999999999
17:40:31,8.95,0.56,0.76,3.4,17:40:31,63631,5.0120000000000005
17:40:32,8.95,0.57,0.77,3.4,17:40:32,63632,5.101499999999999
17:40:33,8.95,0.56,0.77,3.4,17:40:33,63633,5.0120000000000005
17:40:34,8.94,0.56,0.77,3.4,17:40:34,63634,5.0064
17:40:35,8.95,0.58,0.77,3.41,17:40:35,63635,5.190999999999999
17:40:36,8.95,0.56,0.76,3.4,17:40:36,63636,5.0120000000000005
17:40:37,8.94,0.56,0.77,3.4,17:40:37,63637,5.0064
17:40:38,8.95,0.56,0.76,3.4,17:40:38,63638,5.0120000000000005
17:40:39,8.95,0.56,0.76,3.4,17:40:39,63639,5.0120000000000005
17:40:40,8.95,0.59,0.77,3.4,17:40:40,63640,5.280499999999999
17:40:41,8.95,0.56,0.77,3.4,17:40:41,63641,5.0120000000000005
17:40:42,8.94,0.59,0.77,3.4,17:40:42,63642,5.2745999999999995
17:40:43,8.94,0.56,0.76,3.4,17:40:43,63643,5.0064
17:40:44,8.95,0.56,0.76,3.4,17:40:44,63644,5.0120000000000005
17:40:45,8.95,0.57,0.77,3.4,17:40:45,63645,5.101499999999999
17:40:46,8.94,0.58,0.77,3.4,17:40:46,63646,5.185199999999999
17:40:47,8.95,0.59,0.77,3.4,17:40:47,63647,5.280499999999999
17:40:48,8.95,0.56,0.77,3.4,17:40:48,63648,5.0120000000000005
17:40:49,8.95,0.56,0.77,3.4,17:40:49,63649,5.0120000000000005
17:40:50,8.96,0.57,0.77,3.4,17:40:50,63650,5.1072
17:40:51,8.95,0.64,0.77,3.41,17:40:51,63651,5.728
17:40:52,8.94,0.58,0.76,3.4,17:40:52,63652,5.185199999999999
17:40:53,8.96,0.56,0.76,3.4,17:40:53,63653,5.017600000000001
17:40:54,8.95,0.59,0.77,3.4,17:40:54,63654,5.280499999999999
17:40:55,8.94,0.56,0.76,3.4,17:40:55,63655,5.0064
17:40:56,8.94,0.56,0.76,3.4,17:40:56,63656,5.0064
17:40:57,8.95,0.58,0.76,3.4,17:40:57,63657,5.190999999999999
17:40:58,8.95,0.57,0.77,3.4,17:40:58,63658,5.101499999999999
17:40:59,8.95,0.58,0.77,3.41,17:40:59,63659,5.190999999999999
17:41:00,8.94,0.56,0.76,3.4,17:41:00,63660,5.0064
17:41:01,8.96,0.56,0.76,3.4,17:41:01,63661,5.017600000000001
17:41:02,8.95,0.6,0.77,3.41,17:41:02,63662,5.369999999999999
17:41:03,8.95,0.57,0.77,3.4,17:41:03,63663,5.101499999999999
17:41:04,8.95,0.59,0.77,3.41,17:41:04,63664,5.280499999999999
17:41:05,8.95,0.56,0.77,3.4,17:41:05,63665,5.0120000000000005
17:41:06,8.95,0.56,0.76,3.4,17:41:06,63666,5.0120000000000005
17:41:07,8.95,0.56,0.76,3.4,17:41:07,63667,5.0120000000000005
17:41:08,8.94,0.56,0.76,3.4,17:41:08,63668,5.0064
17:41:09,8.95,0.56,0.76,3.4,17:41:09,63669,5.0120000000000005
17:41:10,8.95,0.57,0.77,3.4,17:41:10,63670,5.101499999999999
17:41:11,8.95,0.56,0.77,3.4,17:41:11,63671,5.0120000000000005
17:41:12,8.95,0.55,0.76,3.4,17:41:12,63672,4.9225
17:41:13,8.95,0.58,0.77,3.4,17:41:13,63673,5.190999999999999
17:41:14,8.95,0.55,0.76,3.4,17:41:14,63674,4.9225
17:41:15,8.94,0.56,0.77,3.4,17:41:15,63675,5.0064
17:41:16,8.95,0.55,0.77,3.41,17:41:16,63676,4.9225
17:41:17,8.95,0.55,0.76,3.4,17:41:17,63677,4.9225
17:41:18,8.95,0.55,0.76,3.4,17:41:18,63678,4.9225
17:41:19,8.94,0.58,0.76,3.4,17:41:19,63679,5.185199999999999
17:41:20,8.95,0.59,0.77,3.4,17:41:20,63680,5.280499999999999
17:41:21,8.94,0.56,0.76,3.4,17:41:21,63681,5.0064
17:41:22,8.95,0.57,0.77,3.4,17:41:22,63682,5.101499999999999
17:41:23,8.95,0.55,0.77,3.4,17:41:23,63683,4.9225
17:41:24,8.95,0.56,0.77,3.4,17:41:24,63684,5.0120000000000005
17:41:25,8.95,0.58,0.76,3.4,17:41:25,63685,5.190999999999999
17:41:26,8.95,0.61,0.77,3.4,17:41:26,63686,5.459499999999999
17:41:27,8.95,0.57,0.76,3.4,17:41:27,63687,5.101499999999999
17:41:28,8.94,0.55,0.76,3.4,17:41:28,63688,4.917
17:41:29,8.94,0.58,0.77,3.4,17:41:29,63689,5.185199999999999
17:41:30,8.95,0.59,0.77,3.4,17:41:30,63690,5.280499999999999
17:41:31,8.94,0.57,0.77,3.4,17:41:31,63691,5.0958
17:41:32,8.95,0.55,0.77,3.4,17:41:32,63692,4.9225
17:41:33,8.95,0.55,0.77,3.4,17:41:33,63693,4.9225
17:41:34,8.94,0.56,0.77,3.4,17:41:34,63694,5.0064
17:41:35,8.95,0.55,0.76,3.4,17:41:35,63695,4.9225
17:41:36,8.95,0.55,0.76,3.4,17:41:36,63696,4.9225
17:41:37,8.94,0.55,0.76,3.4,17:41:37,63697,4.917
17:41:38,8.95,0.54,0.76,3.4,17:41:38,63698,4.833
17:41:39,8.95,0.56,0.76,3.4,17:41:39,63699,5.0120000000000005
17:41:40,8.95,0.56,0.76,3.4,17:41:40,63700,5.0120000000000005
17:41:41,8.94,0.56,0.76,3.4,17:41:41,63701,5.0064
17:41:42,8.95,0.54,0.77,3.4,17:41:42,63702,4.833
17:41:43,8.94,0.55,0.76,3.4,17:41:43,63703,4.917
17:41:44,8.94,0.56,0.77,3.4,17:41:44,63704,5.0064
17:41:45,8.95,0.59,0.77,3.4,17:41:45,63705,5.280499999999999
17:41:46,8.94,0.55,0.76,3.4,17:41:46,63706,4.917
17:41:47,8.95,0.55,0.76,3.4,17:41:47,63707,4.9225
17:41:48,8.95,0.55,0.76,3.4,17:41:48,63708,4.9225
17:41:49,8.95,0.58,0.77,3.4,17:41:49,63709,5.190999999999999
17:41:50,8.95,0.57,0.77,3.4,17:41:50,63710,5.101499999999999
17:41:51,8.95,0.56,0.76,3.4,17:41:51,63711,5.0120000000000005
17:41:52,8.95,0.58,0.77,3.4,17:41:52,63712,5.190999999999999
17:41:53,8.94,0.54,0.76,3.4,17:41:53,63713,4.8276
17:41:54,8.95,0.55,0.76,3.4,17:41:54,63714,4.9225
17:41:55,8.94,0.54,0.76,3.4,17:41:55,63715,4.8276
17:41:56,8.94,0.54,0.76,3.4,17:41:56,63716,4.8276
17:41:57,8.94,0.54,0.76,3.4,17:41:57,63717,4.8276
17:41:58,8.95,0.54,0.76,3.4,17:41:58,63718,4.833
17:41:59,8.95,0.56,0.77,3.4,17:41:59,63719,5.0120000000000005
17:42:00,8.95,0.54,0.76,3.4,17:42:00,63720,4.833
17:42:01,8.96,0.55,0.77,3.4,17:42:01,63721,4.928000000000001
17:42:02,8.94,0.55,0.76,3.4,17:42:02,63722,4.917
17:42:03,8.95,0.54,0.76,3.4,17:42:03,63723,4.833
17:42:04,8.95,0.54,0.76,3.4,17:42:04,63724,4.833
17:42:05,8.95,0.54,0.76,3.4,17:42:05,63725,4.833
17:42:06,8.95,0.58,0.77,3.4,17:42:06,63726,5.190999999999999
17:42:07,8.95,0.55,0.77,3.4,17:42:07,63727,4.9225
17:42:08,8.95,0.55,0.77,3.4,17:42:08,63728,4.9225
17:42:09,8.94,0.54,0.76,3.4,17:42:09,63729,4.8276
17:42:10,8.94,0.55,0.76,3.4,17:42:10,63730,4.917
17:42:11,8.95,0.59,0.76,3.4,17:42:11,63731,5.280499999999999
17:42:12,8.95,0.54,0.76,3.4,17:42:12,63732,4.833
17:42:13,8.94,0.53,0.76,3.4,17:42:13,63733,4.7382
17:42:14,8.95,0.55,0.76,3.4,17:42:14,63734,4.9225
17:42:15,8.96,0.55,0.76,3.4,17:42:15,63735,4.928000000000001
17:42:16,8.94,0.54,0.76,3.4,17:42:16,63736,4.8276
17:42:17,8.94,0.53,0.76,3.4,17:42:17,63737,4.7382
17:42:18,8.95,0.52,0.76,3.4,17:42:18,63738,4.654
17:42:19,8.94,0.56,0.77,3.4,17:42:19,63739,5.0064
17:42:20,8.95,0.53,0.76,3.4,17:42:20,63740,4.7435
17:42:21,8.94,0.53,0.76,3.4,17:42:21,63741,4.7382
17:42:22,8.95,0.54,0.76,3.4,17:42:22,63742,4.833
17:42:23,8.94,0.55,0.76,3.4,17:42:23,63743,4.917
17:42:24,8.94,0.54,0.76,3.4,17:42:24,63744,4.8276
17:42:25,8.95,0.61,0.77,3.41,17:42:25,63745,5.459499999999999
17:42:26,8.94,0.53,0.77,3.4,17:42:26,63746,4.7382
17:42:27,8.94,0.57,0.77,3.4,17:42:27,63747,5.0958
17:42:28,8.94,0.52,0.77,3.4,17:42:28,63748,4.6488
17:42:29,8.95,0.53,0.76,3.4,17:42:29,63749,4.7435
17:42:30,8.95,0.54,0.76,3.4,17:42:30,63750,4.833
17:42:31,8.95,0.53,0.76,3.4,17:42:31,63751,4.7435
17:42:32,8.94,0.56,0.76,3.4,17:42:32,63752,5.0064
17:42:33,8.95,0.55,0.76,3.4,17:42:33,63753,4.9225
17:42:34,8.95,0.55,0.76,3.4,17:42:34,63754,4.9225
17:42:35,8.94,0.53,0.76,3.4,17:42:35,63755,4.7382
17:42:36,8.94,0.53,0.76,3.4,17:42:36,63756,4.7382
17:42:37,8.95,0.52,0.76,3.4,17:42:37,63757,4.654
17:42:38,8.95,0.55,0.76,3.4,17:42:38,63758,4.9225
17:42:39,8.94,0.61,0.77,3.4,17:42:39,63759,5.453399999999999
17:42:40,8.95,0.53,0.76,3.4,17:42:40,63760,4.7435
17:42:41,8.94,0.53,0.76,3.4,17:42:41,63761,4.7382
17:42:42,8.94,0.53,0.76,3.4,17:42:42,63762,4.7382
17:42:43,8.95,0.53,0.76,3.4,17:42:43,63763,4.7435
17:42:44,8.95,0.52,0.76,3.4,17:42:44,63764,4.654
17:42:45,8.95,0.53,0.77,3.4,17:42:45,63765,4.7435
17:42:46,8.95,0.53,0.76,3.4,17:42:46,63766,4.7435
17:42:47,8.95,0.61,0.76,3.4,17:42:47,63767,5.459499999999999
17:42:48,8.94,0.52,0.76,3.4,17:42:48,63768,4.6488
17:42:49,8.95,0.58,0.77,3.4,17:42:49,63769,5.190999999999999
17:42:50,8.95,0.55,0.76,3.4,17:42:50,63770,4.9225
17:42:51,8.95,0.54,0.76,3.4,17:42:51,63771,4.833
17:42:52,8.95,0.52,0.76,3.4,17:42:52,63772,4.654
17:42:53,8.95,0.56,0.76,3.4,17:42:53,63773,5.0120000000000005
17:42:54,8.95,0.53,0.76,3.4,17:42:54,63774,4.7435
17:42:55,8.94,0.54,0.76,3.4,17:42:55,63775,4.8276
17:42:56,8.95,0.53,0.76,3.4,17:42:56,63776,4.7435
17:42:57,8.94,0.52,0.76,3.4,17:42:57,63777,4.6488
17:42:58,8.94,0.53,0.76,3.4,17:42:58,63778,4.7382
17:42:59,8.95,0.52,0.76,3.4,17:42:59,63779,4.654
17:43:00,8.94,0.54,0.76,3.4,17:43:00,63780,4.8276
17:43:01,8.95,0.55,0.76,3.4,17:43:01,63781,4.9225
17:43:02,8.94,0.52,0.76,3.4,17:43:02,63782,4.6488
17:43:03,8.95,0.52,0.76,3.4,17:43:03,63783,4.654
17:43:04,8.94,0.52,0.76,3.4,17:43:04,63784,4.6488
17:43:05,8.94,0.57,0.77,3.41,17:43:05,63785,5.0958
17:43:06,8.94,0.56,0.77,3.4,17:43:06,63786,5.0064
17:43:07,8.94,0.52,0.76,3.4,17:43:07,63787,4.6488
17:43:08,8.94,0.52,0.76,3.4,17:43:08,63788,4.6488
17:43:09,8.95,0.58,0.77,3.4,17:43:09,63789,5.190999999999999
17:43:10,8.94,0.52,0.76,3.4,17:43:10,63790,4.6488
17:43:11,8.95,0.52,0.76,3.4,17:43:11,63791,4.654
17:43:12,8.95,0.53,0.76,3.4,17:43:12,63792,4.7435
17:43:13,8.94,0.53,0.76,3.4,17:43:13,63793,4.7382
17:43:14,8.95,0.52,0.76,3.4,17:43:14,63794,4.654
17:43:15,8.96,0.54,0.76,3.39,17:43:15,63795,4.838400000000001
17:43:16,8.95,0.52,0.76,3.4,17:43:16,63796,4.654
17:43:17,8.94,0.52,0.76,3.4,17:43:17,63797,4.6488
17:43:18,8.94,0.55,0.77,3.4,17:43:18,63798,4.917
17:43:19,8.94,0.52,0.76,3.4,17:43:19,63799,4.6488
17:43:20,8.96,0.54,0.76,3.4,17:43:20,63800,4.838400000000001
17:43:21,8.96,0.53,0.76,3.4,17:43:21,63801,4.748800000000001
17:43:22,8.95,0.52,0.76,3.4,17:43:22,63802,4.654
17:43:23,8.95,0.52,0.76,3.4,17:43:23,63803,4.654
17:43:24,8.95,0.52,0.76,3.4,17:43:24,63804,4.654
17:43:25,8.95,0.6,0.77,3.4,17:43:25,63805,5.369999999999999
17:43:26,8.94,0.58,0.76,3.4,17:43:26,63806,5.185199999999999
17:43:27,8.95,0.52,0.76,3.4,17:43:27,63807,4.654
17:43:28,8.95,0.53,0.76,3.39,17:43:28,63808,4.7435
17:43:29,8.95,0.52,0.76,3.4,17:43:29,63809,4.654
17:43:30,8.95,0.51,0.76,3.4,17:43:30,63810,4.5645
17:43:31,8.95,0.53,0.76,3.4,17:43:31,63811,4.7435
17:43:32,8.95,0.54,0.76,3.4,17:43:32,63812,4.833
17:43:33,8.94,0.52,0.76,3.4,17:43:33,63813,4.6488
17:43:34,8.95,0.53,0.76,3.4,17:43:34,63814,4.7435
17:43:35,8.95,0.52,0.76,3.4,17:43:35,63815,4.654
17:43:36,8.95,0.52,0.76,3.4,17:43:36,63816,4.654
17:43:37,8.94,0.52,0.76,3.4,17:43:37,63817,4.6488
17:43:38,8.94,0.52,0.76,3.4,17:43:38,63818,4.6488
17:43:39,8.94,0.51,0.76,3.4,17:43:39,63819,4.5594
17:43:40,8.96,0.56,0.76,3.4,17:43:40,63820,5.017600000000001
17:43:41,8.96,0.54,0.76,3.4,17:43:41,63821,4.838400000000001
17:43:42,8.94,0.53,0.76,3.4,17:43:42,63822,4.7382
17:43:43,8.96,0.51,0.76,3.4,17:43:43,63823,4.5696
17:43:44,8.95,0.55,0.76,3.4,17:43:44,63824,4.9225
17:43:45,8.95,0.53,0.76,3.4,17:43:45,63825,4.7435
17:43:46,8.95,0.51,0.76,3.4,17:43:46,63826,4.5645
17:43:47,8.95,0.57,0.76,3.4,17:43:47,63827,5.101499999999999
17:43:48,8.95,0.51,0.76,3.4,17:43:48,63828,4.5645
17:43:49,8.94,0.51,0.76,3.4,17:43:49,63829,4.5594
17:43:50,8.95,0.56,0.76,3.4,17:43:50,63830,5.0120000000000005
17:43:51,8.95,0.52,0.76,3.4,17:43:51,63831,4.654
17:43:52,8.95,0.5,0.76,3.39,17:43:52,63832,4.475
17:43:53,8.95,0.52,0.76,3.4,17:43:53,63833,4.654
17:43:54,8.95,0.54,0.76,3.4,17:43:54,63834,4.833
17:43:55,8.95,0.52,0.76,3.4,17:43:55,63835,4.654
17:43:56,8.94,0.51,0.76,3.4,17:43:56,63836,4.5594
17:43:57,8.94,0.51,0.76,3.4,17:43:57,63837,4.5594
17:43:58,8.94,0.51,0.76,3.4,17:43:58,63838,4.5594
17:43:59,8.95,0.55,0.76,3.4,17:43:59,63839,4.9225
17:44:00,8.95,0.56,0.77,3.4,17:44:00,63840,5.0120000000000005
17:44:01,8.94,0.53,0.76,3.4,17:44:01,63841,4.7382
17:44:02,8.94,0.51,0.76,3.4,17:44:02,63842,4.5594
17:44:03,8.95,0.51,0.76,3.4,17:44:03,63843,4.5645
17:44:04,8.95,0.52,0.76,3.4,17:44:04,63844,4.654
